fuel_type,body_type,kilometer,transmission_type,owner_no,brand,model,model_year,price,registration_year,seats_count,RDO_no,car_engine_cc,mileage,color,gear_box,location,age
Petrol,Hatchback,30791,Manual,2,Maruti,Maruti Alto K10,2019,323000.0,2019,5,WB94,998,23.95,Grey,5,kolkata,4
Petrol,MUV,18000,Manual,1,Maruti,Maruti Ertiga,2021,925000.0,2021,7,WB02,1462,19.01,Golden,5,kolkata,2
Petrol,Hatchback,14447,Manual,1,Maruti,Maruti Alto 800,2020,345000.0,2020,5,WB06,796,22.05,Red,5,kolkata,3
Petrol,Hatchback,19991,Manual,2,Hyundai,Hyundai Grand i10,2019,454000.0,2019,5,Wb14,1197,18.9,Red,5,kolkata,4
Petrol,Hatchback,24000,Manual,1,Hyundai,Hyundai EON,2016,259000.0,2016,5,WB06,814,21.1,Blue,5,kolkata,7
Diesel,SUV,41000,Manual,1,Mahindra,Mahindra Bolero,2019,675000.0,2019,7,WB26,2523,15.96,White,5,kolkata,4
Diesel,SUV,45000,Manual,1,Audi,Audi Q3,2015,1095000.0,2016,5,WB02,1968,17.32,Black,6,kolkata,7
Petrol,SUV,10177,Automatic,1,Hyundai,Hyundai Alcazar,2021,1875000.0,2021,7,WB12,1999,14.2,Black,6,kolkata,2
Petrol,Hatchback,35444,Manual,1,Hyundai,Hyundai Grand i10,2013,325000.0,2013,5,WB02,1197,18.9,White,5,kolkata,10
Petrol,Hatchback,35000,Manual,1,Hyundai,Hyundai Grand i10,2017,415000.00000000006,2017,5,WB02,1197,18.9,Grey,5,kolkata,6
Diesel,MUV,40000,Manual,1,Toyota,Toyota Innova Crysta,2019,1695000.0,2019,7,WB12,2393,13.68,Red,5,kolkata,4
Diesel,Hatchback,49040,Manual,1,Hyundai,Hyundai Grand i10,2016,365000.0,2016,5,WB06,1120,24.0,Red,5,kolkata,7
Petrol,Hatchback,40000,Manual,2,Maruti,Maruti Alto,2007,9800000.0,2007,5,WB12,796,19.7,Others,5,kolkata,16
Petrol,Hatchback,49546,Manual,1,Maruti,Maruti Alto K10,2019,333000.0,2019,5,WB08,998,23.95,Grey,5,kolkata,4
Petrol,Sedan,38698,Manual,1,Maruti,Maruti Swift Dzire,2014,405999.99999999994,2015,5,WB16,1197,22.41,Brown,5,kolkata,8
Petrol,Sedan,32814,Manual,1,Honda,Honda City,2018,675000.0,2019,5,WB02,1497,17.4,Brown,5,kolkata,4
Petrol,Sedan,14642,Manual,1,Hyundai,Hyundai Xcent,2015,329000.0,2015,5,WB02,1197,19.1,Blue,5,kolkata,8
Petrol,Hatchback,33429,Manual,1,Maruti,Maruti Alto 800,2017,279000.0,2017,5,WB02,796,24.7,Red,5,kolkata,6
Petrol,Sedan,36448,Manual,2,Hyundai,Hyundai Sonata,2012,299000.0,2012,5,WB02,2359,13.44,White,6,kolkata,11
Petrol,Hatchback,30739,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,622000.0,2022,5,Wb26,1197,20.7,Blue,5,kolkata,1
Petrol,Hatchback,21300,Manual,1,Hyundai,Hyundai i20,2021,798000.0,2021,5,WB08,1197,21.0,Grey,5,kolkata,2
Petrol,Hatchback,13463,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,618000.0,2020,5,WB26,1197,20.7,Blue,5,kolkata,3
Petrol,Hatchback,15477,Automatic,1,Maruti,Maruti S-Presso,2019,430999.99999999994,2019,5,WB26,998,21.7,Grey,5,kolkata,4
Petrol,Hatchback,33000,Automatic,1,Maruti,Maruti Wagon R,2018,415000.00000000006,2018,5,WB02,998,20.51,Blue,5,kolkata,5
Petrol,Hatchback,50000,Manual,2,Hyundai,Hyundai i10,2010,180000.0,2010,5,WB06,1197,20.36,Others,5,kolkata,13
Petrol,SUV,15766,Automatic,1,Audi,Audi Q2,2021,3700000.0,2021,5,GJ05,1984,19.0,Black,7,kolkata,2
Diesel,SUV,28895,Automatic,1,Hyundai,Hyundai Alcazar,2021,1675000.0,2021,6,WB38,1493,18.1,White,6,kolkata,2
Petrol,Hatchback,10000,Manual,1,Maruti,Maruti Baleno,2019,620000.0,2019,5,WB26,1197,21.4,Others,5,kolkata,4
Diesel,Sedan,50000,Manual,1,Volkswagen,Volkswagen Vento,2015,380000.0,2015,5,,1498,20.34,Others,5,kolkata,8
Diesel,SUV,70000,Automatic,2,Mahindra,Mahindra XUV500,2016,840000.0,2016,7,WB02,1997,16.0,Silver,6,kolkata,7
Diesel,Sedan,24600,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,3500000.0,2020,5,WB08,1950,12.6,Silver,9,kolkata,3
Diesel,SUV,10711,Manual,1,Mahindra,Mahindra Thar,2023,1550000.0,2023,4,WB02,2184,15.2,Black,6,kolkata,0
Petrol,MUV,90000,Manual,1,Maruti,Maruti Ertiga,2018,600000.0,2018,7,WB16,1373,17.5,Others,5,kolkata,5
Petrol,SUV,19712,Manual,1,Hyundai,Hyundai Venue,2020,868000.0,2020,5,WB74,998,18.27,White,6,kolkata,3
Petrol,Sedan,31772,Automatic,1,Honda,Honda City,2019,917000.0,2019,5,WB02,1497,18.0,Grey,4,kolkata,4
Diesel,Sedan,150000,Manual,1,Hindustan Motors,Ambassador,2013,100000.0,2013,5,,1995,12.8,Yellow,5,kolkata,10
Petrol,Sedan,31055,Manual,1,Hyundai,Hyundai Verna,2019,867000.0,2019,5,WB08,1591,17.0,Black,6,kolkata,4
Petrol,SUV,25695,Manual,1,Renault,Renault Duster,2021,827000.0,2021,5,WB08,1498,16.42,Blue,5,kolkata,2
Petrol,Hatchback,20000,Manual,1,Maruti,Maruti S-Presso,2021,420000.0,2021,5,,998,21.7,White,5,kolkata,2
Diesel,SUV,24181,Manual,1,Mahindra,Mahindra XUV300,2019,942000.0,2019,5,Wb08,1497,20.0,Red,6,kolkata,4
Diesel,SUV,70000,Automatic,1,Kia,Kia Seltos,2020,1300000.0,2020,5,,1493,18.0,Others,6,kolkata,3
Petrol,SUV,42970,Manual,1,Renault,Renault Duster,2020,803999.9999999999,2020,5,WB06,1498,16.42,Silver,5,kolkata,3
Petrol,Hatchback,12541,Manual,2,Maruti,Maruti Alto,2012,179000.0,2012,5,WB06,796,19.7,Red,5,kolkata,11
Petrol,Hatchback,10000,Manual,1,Hyundai,Hyundai i20,2019,550000.0,2019,5,WB26,1197,18.6,Others,5,kolkata,4
Petrol,Hatchback,10000,Manual,2,Hyundai,Hyundai Grand i10 Nios,2021,650000.0,2021,5,WB08,1197,20.7,Others,5,kolkata,2
Petrol,Sedan,49817,Manual,1,Honda,Honda City,2015,449000.0,2015,5,WB02,1497,16.8,Golden Brown,5,kolkata,8
Petrol,Hatchback,10000,Manual,2,Hyundai,Hyundai Grand i10 Nios,2021,650000.0,2021,5,WB08,1197,20.7,Others,5,kolkata,2
Petrol,Hatchback,30000,Manual,2,Renault,Renault KWID,2016,250000.0,2016,5,,999,23.01,Others,5,kolkata,7
Petrol,SUV,10000,Manual,2,Tata,Tata Nexon,2022,821000.0000000001,2022,5,WB02,1199,17.33,Others,6,kolkata,1
Diesel,Hatchback,20000,Manual,1,Hyundai,Hyundai Grand i10,2013,300000.0,2013,5,null,1120,24.0,Others,5,kolkata,10
Petrol,MUV,10000,Manual,2,Maruti,Maruti XL6,2021,950000.0,2021,6,WB36,1462,19.01,Others,5,kolkata,2
Diesel,SUV,80000,Manual,2,Mahindra,Mahindra XUV500,2015,700000.0,2015,7,WB26,1997,16.0,Others,6,kolkata,8
Diesel,Sedan,70000,Manual,2,Hyundai,Hyundai Xcent,2014,280000.0,2014,5,WB02,1120,24.4,Others,5,kolkata,9
Petrol,Hatchback,6347,Manual,1,Maruti,Maruti Swift,2020,663000.0,2021,5,WB10,1197,21.21,Blue,5,kolkata,2
Petrol,Hatchback,19437,Automatic,2,Maruti,Maruti Ignis,2019,559000.0,2019,5,WB24,1197,20.89,White,5,kolkata,4
Diesel,Hatchback,61262,Manual,1,Maruti,Maruti Swift,2019,500000.0,2019,5,WB12,1248,28.4,White,5,kolkata,4
Petrol,SUV,6059,Manual,1,Tata,Tata Nexon,2021,934000.0,2021,5,WB10,1199,17.33,Blue,6,kolkata,2
Diesel,Hatchback,9134,Manual,1,Tata,Tata Altroz,2022,914000.0,2022,5,WB06,1497,23.64,Black,5,kolkata,1
Petrol,Hatchback,23092,Manual,1,Maruti,Maruti Baleno,2022,840000.0,2022,5,WB12,1197,21.4,Grey,5,kolkata,1
Diesel,Hatchback,33937,Manual,1,Tata,Tata Altroz,2020,684000.0,2020,5,Wb06,1497,23.64,Red,5,kolkata,3
Petrol,Sedan,20000,Manual,1,Maruti,Maruti Ciaz,2015,524000.0,2015,5,WB24,1373,20.73,White,5,kolkata,8
Petrol,Hatchback,49134,Manual,1,Toyota,Toyota Etios Liva,2017,442000.0,2017,5,WB12,1197,17.71,Grey,5,kolkata,6
Petrol,Hatchback,71900,Manual,2,Maruti,Maruti Ritz,2010,192000.0,2010,5,WB06,1197,21.1,Blue,5,kolkata,13
Petrol,Hatchback,20000,Manual,1,Maruti,Maruti Wagon R,2020,580000.0,2020,5,,998,21.79,Others,5,kolkata,3
Diesel,Sedan,20000,Automatic,1,BMW,BMW 5 Series,2019,3800000.0,2019,5,HP47,1995,18.12,Black,8,kolkata,4
Petrol,Sedan,10000,Automatic,1,Honda,Honda Amaze,2021,828999.9999999999,2021,5,WB06,1199,18.3,Others,4,kolkata,2
Diesel,SUV,22336,Automatic,1,Ford,Ford Endeavour,2017,2649000.0,2017,7,WB02,3198,10.91,Maroon,6,kolkata,6
Diesel,SUV,30000,Automatic,1,BMW,BMW X1,2016,1950000.0,2016,5,,1995,20.68,Others,8,kolkata,7
Petrol,Hatchback,10000,Manual,2,Hyundai,Hyundai i20,2019,600000.0,2019,5,WB06,1197,18.6,Blue,5,kolkata,4
Petrol,Sedan,48384,Manual,1,Honda,Honda City,2019,775000.0,2019,5,WB02,1497,17.4,White,5,kolkata,4
Petrol,SUV,32000,Automatic,1,MG,MG Hector,2019,1365000.0,2019,5,WB02,1451,13.96,White,6,kolkata,4
Petrol,Sedan,20000,Manual,1,Skoda,Skoda Rapid,2020,850000.0,2020,5,WB08,1598,14.3,Others,5,kolkata,3
Petrol,Sedan,56023,Manual,1,Toyota,Toyota Etios,2015,434999.99999999994,2015,5,WB02,1496,16.78,White,5,kolkata,8
Diesel,Sedan,60840,Manual,2,Hyundai,Hyundai Elantra,2019,956000.0,2019,5,WB02,1582,22.54,Black,6,kolkata,4
Petrol,Hatchback,18984,Automatic,1,Nissan,Nissan Micra,2017,430999.99999999994,2017,5,WB06,1198,19.34,Blue,4,kolkata,6
Petrol,MUV,50000,Manual,1,Maruti,Maruti Ertiga,2014,575000.0,2014,7,KA03,1373,16.02,Others,5,kolkata,9
Diesel,Sedan,115173,Manual,1,Tata,Tata Zest,2017,432000.0,2017,5,Wb02,1248,22.95,Silver,5,kolkata,6
Petrol,Hatchback,26251,Manual,1,Maruti,Maruti Alto K10,2014,254999.99999999997,2014,5,Wb26,998,20.92,Red,5,kolkata,9
Diesel,SUV,35700,Automatic,2,Mercedes-Benz,Mercedes-Benz GLA Class,2015,1675000.0,2015,5,WB24,2143,17.9,Silver,7,kolkata,8
Petrol,Hatchback,6230,Automatic,2,Maruti,Maruti S-Presso,2021,479000.0,2021,5,WB06,998,21.7,Silver,5,kolkata,2
Petrol,SUV,30000,Manual,1,Tata,Tata Nexon,2020,763000.0,2020,5,,1199,17.33,Others,6,kolkata,3
Petrol,Sedan,25228,Automatic,1,Honda,Honda Amaze,2022,846000.0000000001,2022,5,WB06,1199,18.3,Grey,4,kolkata,1
Petrol,SUV,46717,Manual,1,Hyundai,Hyundai Creta,2019,999000.0,2019,5,WB02,1591,15.8,Black,6,kolkata,4
Petrol,Hatchback,20000,Manual,1,Hyundai,Hyundai i10,2013,280000.0,2013,5,WB02,1197,20.36,Others,5,kolkata,10
Petrol,MUV,120000,Automatic,1,Maruti,Maruti Ertiga,2018,775000.0,2018,7,WB26,1462,18.69,Others,4,kolkata,5
Diesel,Sedan,65000,Manual,1,Skoda,Skoda Rapid,2014,350000.0,2014,5,WB20,1598,20.5,Golden,5,kolkata,9
Petrol,Sedan,91000,Manual,1,Honda,Honda Amaze,2018,445000.0,2018,5,WB02,1199,19.5,Brown,5,kolkata,5
Petrol,Hatchback,45000,Manual,1,Hyundai,Hyundai i20 Active,2017,500000.0,2017,5,WB24,1197,17.19,White,5,kolkata,6
Petrol,Coupe,30000,Automatic,1,Mercedes-Benz,Mercedes-Benz AMG GT,2016,210000.0,2016,2,WB02,3982,12.65,Others,7,kolkata,7
Petrol,Sedan,30000,Manual,1,Maruti,Maruti Ciaz,2019,825000.0,2019,5,WB02,1462,21.56,Others,5,kolkata,4
Petrol,Hatchback,60000,Manual,1,Maruti,Maruti Baleno,2017,509999.99999999994,2017,5,,1197,21.4,Others,5,kolkata,6
Petrol,Sedan,56000,Manual,1,Toyota,Toyota Etios,2014,325000.0,2014,5,WB02,1496,16.78,Silver,5,kolkata,9
Petrol,Sedan,54419,Manual,1,Hyundai,Hyundai Verna,2016,500000.0,2016,5,WB02,1591,17.01,Grey,5,kolkata,7
Petrol,MUV,22746,Automatic,1,Renault,Renault Triber,2020,640000.0,2020,7,WB06,999,18.2,Blue,5,kolkata,3
Petrol,Hatchback,5385,Manual,1,Maruti,Maruti Alto 800,2020,334000.0,2020,5,WB24,796,22.05,Grey,5,kolkata,3
Diesel,Sedan,40375,Automatic,1,Audi,Audi A6,2014,1250000.0,2014,5,WB02,1968,17.68,Red,8,kolkata,9
Petrol,Hatchback,10837,Automatic,1,Hyundai,Hyundai i20,2020,774000.0,2021,5,Wb08,998,20.28,Red,7,kolkata,2
Petrol,Hatchback,4521,Manual,1,Maruti,Maruti Alto 800,2020,326000.0,2020,5,Wb08,796,22.05,Red,5,kolkata,3
Diesel,Sedan,25990,Automatic,2,BMW,BMW 3 Series,2019,2400000.0,2019,5,WB02,1995,22.69,Blue,8,kolkata,4
Petrol,Sedan,6805,Manual,1,Maruti,Maruti Swift Dzire,2021,634000.0,2021,5,Wb24,1197,22.41,Red,5,kolkata,2
Diesel,Sedan,47000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2011,825000.0,2011,5,WB06,2143,14.94,Golden,7,kolkata,12
Petrol,Hatchback,23733,Automatic,1,Maruti,Maruti S-Presso,2021,458000.0,2021,5,Wb12,998,21.7,Orange,5,kolkata,2
Petrol,Hatchback,9473,Manual,1,Maruti,Maruti S-Presso,2021,413999.99999999994,2021,5,Wb52,998,21.7,Red,5,kolkata,2
Diesel,SUV,150000,Manual,1,Renault,Renault Duster,2013,310000.0,2013,5,WB02,1461,19.01,Brown,6,kolkata,10
Petrol,Sedan,70000,Automatic,2,Hyundai,Hyundai Xcent,2015,450000.0,2015,5,,1197,16.9,Others,4,kolkata,8
Diesel,SUV,38200,Automatic,2,Volvo,Volvo XC60,2019,4495000.0,2021,5,WB06,1969,11.2,White,8,kolkata,2
Diesel,SUV,76187,Automatic,1,Mahindra,Mahindra Alturas G4,2020,2025000.0,2020,7,WB26,2157,12.05,Silver,4,kolkata,3
Diesel,SUV,40000,Automatic,1,BMW,BMW X3,2016,2460000.0,2016,5,WB02,2993,16.55,Others,8,kolkata,7
Petrol,Sedan,89398,Automatic,3,Honda,Honda New Accord,2008,500000.0,2008,5,WB06,2354,11.7,Golden,5,kolkata,15
Petrol,Sedan,50000,Manual,1,Hyundai,Hyundai Verna,2018,900000.0,2018,5,,1591,17.0,Others,6,kolkata,5
Petrol,Sedan,70000,Automatic,3,Toyota,Toyota Camry,2014,1200000.0,2014,5,WB02,2494,19.16,White,6,kolkata,9
Diesel,SUV,37000,Manual,1,Mahindra,Mahindra TUV 300,2017,400000.0,2017,7,WB14,1493,18.49,Silver,5,kolkata,6
Petrol,Hatchback,42000,Manual,2,Ford,Ford Figo,2011,149000.0,2011,5,WB06,1196,15.6,Green,5,kolkata,12
Petrol,Hatchback,19392,Automatic,1,Maruti,Maruti Alto K10,2016,324000.0,2016,5,Wb16,998,23.95,Red,5,kolkata,7
Petrol,Hatchback,9522,Manual,1,Maruti,Maruti Alto 800,2021,356000.0,2021,5,WB24,796,22.05,Blue,5,kolkata,2
Petrol,Sedan,28880,Manual,1,Honda,Honda Amaze,2014,295000.0,2014,5,WB02,1198,18.0,Grey,5,kolkata,9
Petrol,Hatchback,19003,Manual,1,Chevrolet,Chevrolet Beat,2016,229999.99999999997,2016,5,WB12,1199,18.6,Red,5,kolkata,7
Petrol,Hatchback,28329,Manual,1,Maruti,Maruti Alto 800,2016,268000.0,2016,5,WB52,796,22.74,Blue,5,kolkata,7
Petrol,Hatchback,9326,Manual,1,Hyundai,Hyundai i20,2022,690000.0,2022,5,WB08,1197,21.0,Red,5,kolkata,1
Petrol,Hatchback,47584,Manual,1,Maruti,Maruti Swift,2020,549000.0,2020,5,wb02,1197,21.21,Grey,5,kolkata,3
Petrol,SUV,10000,Manual,2,Kia,Kia Seltos,2022,1600000.0,2022,5,,1353,16.5,White,6,kolkata,1
Petrol,Hatchback,24021,Manual,1,Hyundai,Hyundai Grand i10,2019,487000.0,2019,5,Wb34,1197,18.9,Blue,5,kolkata,4
Petrol,Hatchback,44094,Manual,2,Maruti,Maruti Alto K10,2019,302000.0,2019,5,WB12,998,23.95,Silver,5,kolkata,4
Diesel,SUV,45107,Automatic,1,Jeep,Jeep Compass,2020,1750000.0,2020,5,WB26,1956,17.1,Black,6,kolkata,3
Petrol,Sedan,9470,Automatic,1,Maruti,Maruti Swift Dzire,2015,425000.0,2015,5,WB02,1197,18.5,Grey,4,kolkata,8
Diesel,MUV,125000,Manual,1,Toyota,Toyota Innova,2007,284000.0,2007,8,WB02,2494,12.99,Black,5,kolkata,16
Petrol,Hatchback,7000,Manual,1,Maruti,Maruti S-Presso,2021,430000.0,2021,5,WB20,998,21.7,Orange,5,kolkata,2
Diesel,Hatchback,73000,Manual,1,Maruti,Maruti Baleno,2018,445000.0,2018,5,WB18,1248,27.39,Red,5,kolkata,5
Petrol,SUV,11000,Manual,1,Maruti,Maruti Brezza,2022,1199000.0,2022,5,WB18,1462,19.89,Silver,5,kolkata,1
Petrol,Hatchback,30000,Manual,1,Hyundai,Hyundai i10,2010,170000.0,2010,5,WB06,1197,20.36,Others,5,kolkata,13
Diesel,SUV,35500,Manual,1,Nissan,Nissan Terrano,2013,350000.0,2013,5,WB02,1461,20.45,Grey,5,kolkata,10
Petrol,Hatchback,10000,Automatic,1,Maruti,Maruti Swift,2019,525000.0,2019,5,WB24,1197,22.0,Others,5,kolkata,4
Diesel,Hatchback,43000,Manual,2,Hyundai,Hyundai Grand i10,2017,385000.0,2017,5,WB02,1186,24.0,White,5,kolkata,6
Cng,Hatchback,34144,Manual,1,Maruti,Maruti Wagon R,2021,498000.00000000006,2022,5,WB16,998,32.52,Silver,5,kolkata,1
Petrol,Hatchback,6669,Manual,1,Hyundai,Hyundai Grand i10 Nios,2021,625000.0,2021,5,WB02,1197,20.7,Blue,5,kolkata,2
Petrol,Hatchback,22618,Manual,1,Hyundai,Hyundai Grand i10,2019,494000.00000000006,2019,5,WB24,1197,18.9,Orange,5,kolkata,4
Cng,Hatchback,27042,Manual,1,Maruti,Maruti Wagon R,2019,462000.0,2020,5,WB52,998,32.52,Blue,5,kolkata,3
Petrol,SUV,38224,Manual,1,Hyundai,Hyundai Creta,2016,710000.0,2016,5,WB02,1591,13.0,Black,6,kolkata,7
Petrol,Sedan,23379,Automatic,1,Honda,Honda City,2018,889000.0,2018,5,Wb06,1497,18.0,Silver,4,kolkata,5
Diesel,Sedan,47000,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,2099000.0,2018,5,WB02,2143,17.9,Silver,7,kolkata,5
Petrol,Hatchback,21388,Manual,1,Maruti,Maruti Alto 800,2019,304000.0,2019,5,WB12,796,22.05,Red,5,kolkata,4
Petrol,Hatchback,23005,Manual,1,Maruti,Maruti Wagon R,2015,308000.0,2015,5,WB06,998,18.9,Silver,5,kolkata,8
Petrol,Sedan,7308,Automatic,1,Hyundai,Hyundai Elantra,2021,1550000.0,2021,5,WB08,1999,14.62,Black,6,kolkata,2
Diesel,Sedan,90000,Automatic,1,BMW,BMW 3 Series,2008,500000.0,2008,5,WB02,1995,13.2,Green,6,kolkata,15
Petrol,Hatchback,60000,Manual,1,Chevrolet,Chevrolet Beat,2013,150000.0,2013,5,WB24,1199,18.6,Others,5,kolkata,10
Petrol,Hatchback,60000,Manual,1,Volkswagen,Volkswagen Polo,2016,395000.0,2016,5,WB08,1199,16.2,Orange,5,kolkata,7
Petrol,SUV,36674,Automatic,1,Kia,Kia Seltos,2020,1400000.0,2020,5,WB02,1353,16.5,Black,7,kolkata,3
Petrol,Hatchback,20000,Automatic,1,Maruti,Maruti Wagon R,2019,450000.0,2019,5,,998,21.79,Others,5,kolkata,4
Petrol,Sedan,17153,Manual,1,Maruti,Maruti Swift Dzire,2018,495000.0,2018,5,WB06,1197,19.0,Grey,5,kolkata,5
Diesel,SUV,39000,Manual,1,Mahindra,Mahindra XUV500,2018,1078000.0,2018,7,WB40,2179,16.0,White,6,kolkata,5
Petrol,Hatchback,32165,Manual,1,Maruti,Maruti Wagon R,2020,459999.99999999994,2020,5,WB10,998,21.79,Orange,5,kolkata,3
Petrol,Sedan,27447,Manual,1,Skoda,Skoda Rapid,2018,560000.0,2018,5,WB06,1598,15.41,Grey,5,kolkata,5
Petrol,Hatchback,26305,Manual,1,Maruti,Maruti Alto 800,2015,259000.0,2015,5,WB90,796,22.74,Red,5,kolkata,8
Petrol,Hatchback,20000,Manual,1,Maruti,Maruti Alto,2008,130000.0,2008,5,WB16,796,19.7,Others,5,kolkata,15
Petrol,Hatchback,17024,Manual,2,Datsun,Datsun RediGO,2018,272000.0,2018,5,WB02,799,22.7,Grey,5,kolkata,5
Petrol,Sedan,9243,Automatic,1,Honda,Honda City,2020,982000.0,2020,5,WB24,1498,18.3,Red,4,kolkata,3
Petrol,Sedan,100000,Manual,1,Skoda,Skoda Rapid,2017,425000.0,2017,5,WB02,1598,15.41,Silver,5,kolkata,6
Petrol,Hatchback,19280,Manual,1,Datsun,Datsun GO,2017,297000.0,2017,5,WB24,1198,20.63,Blue,5,kolkata,6
Petrol,SUV,10000,Manual,1,Hyundai,Hyundai Venue,2019,750000.0,2019,5,WB20,998,18.27,Others,6,kolkata,4
Petrol,Sedan,9646,Manual,1,Maruti,Maruti Swift Dzire,2021,658000.0,2021,5,Wb02,1197,22.41,Grey,5,kolkata,2
Petrol,SUV,11344,Manual,1,Maruti,Maruti SX4 S Cross,2020,750000.0,2020,5,WB02,1462,18.55,Blue,5,kolkata,3
Petrol,Sedan,17899,Automatic,1,BMW,BMW 3 Series,2021,4600000.0,2021,5,WB08,1998,16.13,Black,8,kolkata,2
Petrol,Hatchback,6000,Manual,0,Renault,Renault KWID,2021,449000.0,0,6,,999,23.01,Outback Bronze,5,kolkata,2023
Petrol,Hatchback,80000,Manual,1,Chevrolet,Chevrolet Beat,2010,150000.0,2010,5,,1199,18.6,Black,5,kolkata,13
Diesel,Hatchback,50000,Manual,1,Tata,Tata Indica,2006,9900000.0,2006,5,,1396,17.88,Others,5,kolkata,17
Diesel,Hatchback,35000,Manual,2,Hyundai,Hyundai i20,2014,450000.0,2014,5,WB02,1396,22.54,Grey,6,kolkata,9
Petrol,MUV,31244,Manual,2,Maruti,Maruti Ertiga,2015,565000.0,2015,7,WB02,1373,17.5,Golden,5,kolkata,8
Petrol,Hatchback,40000,Manual,1,Hyundai,Hyundai Grand i10,2017,409999.99999999994,2017,5,WB42,1197,18.9,Grey,5,kolkata,6
Petrol,Hatchback,30000,Manual,2,Chevrolet,Chevrolet Beat,2012,170000.0,2012,5,WB02,1199,18.6,Green,5,kolkata,11
Diesel,Sedan,60000,Manual,1,Tata,Tata Indigo,2012,178000.0,2012,5,WB02,1396,23.03,White,5,kolkata,11
Diesel,Sedan,70000,Automatic,1,BMW,BMW 5 Series,2010,894999.9999999999,2010,5,WB06,2993,16.73,Silver,8,kolkata,13
Petrol,Hatchback,65440,Manual,1,Hyundai,Hyundai EON,2015,239000.0,2015,5,WB24,814,21.1,Silver,5,kolkata,8
Petrol,Hatchback,35884,Manual,1,Tata,Tata Altroz,2021,652000.0,2021,5,WB32,1199,19.33,Blue,5,kolkata,2
Petrol,Sedan,77500,Manual,1,Toyota,Toyota Corolla Altis,2015,550000.0,2015,5,WB02,1798,14.28,Golden,6,kolkata,8
Petrol,Sedan,59729,Manual,1,Toyota,Toyota Corolla Altis,2015,599000.0,2015,5,WB02,1798,14.28,Golden,6,kolkata,8
Petrol,Hatchback,64854,Manual,1,Maruti,Maruti Alto 800,2014,199000.0,2014,5,WB26,796,22.74,Blue,5,kolkata,9
Petrol,Sedan,29836,Manual,2,Maruti,Maruti Swift Dzire,2018,575000.0,2018,5,WB02,1197,22.0,Golden,5,kolkata,5
Diesel,Sedan,74094,Manual,1,Ford,Ford Aspire,2017,445000.0,2017,5,WB08,1498,25.83,Grey,5,kolkata,6
Petrol,Hatchback,11590,Manual,1,Maruti,Maruti Swift,2021,620000.0,2021,5,WB06,1197,22.38,Blue,5,kolkata,2
Petrol,Hatchback,9461,Manual,1,Honda,Honda Jazz,2021,706000.0,2021,5,WB12,1199,17.1,Brown,5,kolkata,2
Diesel,Sedan,59006,Manual,3,Renault,Renault Scala,2014,363000.0,2014,5,WB02,1461,21.64,Silver,5,kolkata,9
Diesel,MUV,10000,Manual,1,Toyota,Toyota Innova Crysta,2022,2400000.0,2022,7,WB10,2393,12.0,Others,5,kolkata,1
Diesel,Sedan,150000,Manual,2,Maruti,Maruti Swift Dzire,2017,492000.0,2017,5,,1248,26.59,Others,5,kolkata,6
Petrol,Sedan,40000,Manual,3,Honda,Honda Amaze,2016,360000.0,2016,5,WB02,1198,17.8,Gray,5,kolkata,7
Diesel,Sedan,80000,Manual,2,Maruti,Maruti Swift Dzire,2009,280000.0,2009,5,,1248,19.3,Others,5,kolkata,14
Diesel,SUV,90000,Automatic,1,Toyota,Toyota Fortuner,2016,1639999.9999999998,2016,7,,2982,12.55,Others,5,kolkata,7
Diesel,SUV,80000,Automatic,2,Land Rover,Land Rover Freelander 2,2012,950000.0,2012,5,,2179,12.35,Black,6,kolkata,11
Diesel,SUV,73000,Manual,2,Toyota,Toyota Fortuner,2014,1299000.0,2014,7,WB06,2982,12.55,White,5,kolkata,9
Petrol,Hatchback,150000,Manual,1,Maruti,Maruti Wagon R,2010,250000.0,2010,5,,998,18.9,Others,5,kolkata,13
Diesel,Sedan,33600,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2018,3950000.0,2018,5,WB20,2987,18.0,Black,9,kolkata,5
Diesel,Hatchback,60000,Manual,3,Toyota,Toyota Etios Liva,2011,250000.0,2011,5,WB06,1086,23.59,Others,5,kolkata,12
Petrol,Hatchback,82286,Manual,1,Honda,Honda Jazz,2016,373000.0,2017,5,WB06,1199,18.7,Others,5,kolkata,6
Petrol,SUV,59880,Manual,2,Honda,Honda CR-V,2010,415000.00000000006,2010,5,WB06,1086,14.0,White,5,kolkata,13
Diesel,MUV,29841,Manual,1,Toyota,Toyota Innova Crysta,2021,2200000.0,2021,8,JH05,2393,12.0,White,5,kolkata,2
Petrol,Hatchback,10518,Manual,1,Maruti,Maruti Celerio,2022,517000.0,2022,5,WB02,998,25.24,Grey,5,kolkata,1
Petrol,Hatchback,6204,Manual,1,Maruti,Maruti Celerio,2020,455999.99999999994,2020,5,WB52,998,23.1,Grey,5,kolkata,3
Diesel,MUV,20000,Manual,1,Mahindra,Mahindra Marazzo,2020,1250000.0,2020,8,WB26,1497,17.3,Blue,6,kolkata,3
